R_version	name	version	date_time	hash	binary_location	status
4.2.0	LearnBayes	2.15.1	2022-09-05T18:16:42Z	193395c7495b534d361a6f3bde92a723	/workspace/rst/cache_R_4_2/library/LearnBayes/2.15.1/193395c7495b534d361a6f3bde92a723/LearnBayes	available
4.2.0	MASS	7.3.58.1	2022-09-04T14:02:27Z	d228965b49de734caa8c32aa15e7c13d	/workspace/rst/cache_R_4_2/library/MASS/7.3.58.1/d228965b49de734caa8c32aa15e7c13d/MASS	available
4.2.0	Matrix.utils	0.9.8	2022-09-05T18:16:55Z	6d3855fc21e9bc822df34a8bd03d3dc7	/workspace/rst/cache_R_4_2/library/Matrix.utils/0.9.8/6d3855fc21e9bc822df34a8bd03d3dc7/Matrix.utils	available
4.2.0	MatrixGenerics	1.8.1	2022-09-05T14:12:43Z	432b49025ea0c5356d3e34519a9135bd	/workspace/rst/cache_R_4_2/library/MatrixGenerics/1.8.1/432b49025ea0c5356d3e34519a9135bd/MatrixGenerics	available
4.2.0	MatrixModels	0.5.0	2022-09-04T13:57:25Z	f97ad834f323c1f30e3733e0eb24523b	/workspace/rst/cache_R_4_2/library/MatrixModels/0.5.0/f97ad834f323c1f30e3733e0eb24523b/MatrixModels	available
4.2.0	ModelMetrics	1.2.2.2	2022-09-05T18:17:22Z	c6597cfefb814d135d41e061630a27fa	/workspace/rst/cache_R_4_2/library/ModelMetrics/1.2.2.2/c6597cfefb814d135d41e061630a27fa/ModelMetrics	available
4.2.0	MotifDb	1.38.0	2022-09-05T18:17:52Z	ca49bf0d89f427ebe8533da60ea95d19	/workspace/rst/cache_R_4_2/library/MotifDb/1.38.0/ca49bf0d89f427ebe8533da60ea95d19/MotifDb	available
4.2.0	NLP	0.2.1	2022-09-05T18:17:59Z	a08ac5b67828ee26a7868e72d25b083d	/workspace/rst/cache_R_4_2/library/NLP/0.2.1/a08ac5b67828ee26a7868e72d25b083d/NLP	available
4.2.0	NMF	0.24.0	2022-09-05T14:45:19Z	8b415f6eeed56e13c23d630646e924f9	/workspace/rst/cache_R_4_2/library/NMF/0.24.0/8b415f6eeed56e13c23d630646e924f9/NMF	available
4.2.0	ParamHelpers	1.14.1	2022-09-05T18:18:07Z	fbc4e91c36a78776e25fb104d7a6632d	/workspace/rst/cache_R_4_2/library/ParamHelpers/1.14.1/fbc4e91c36a78776e25fb104d7a6632d/ParamHelpers	available
4.2.0	ProtGenerics	1.28.0	2022-09-05T14:12:43Z	8875c60d3c5c5198ad00909b31f5d2b1	/workspace/rst/cache_R_4_2/library/ProtGenerics/1.28.0/8875c60d3c5c5198ad00909b31f5d2b1/ProtGenerics	available
4.2.0	R.cache	0.16.0	2022-09-05T18:18:13Z	4114c2f071b59638bac4a2b7d03f0490	/workspace/rst/cache_R_4_2/library/R.cache/0.16.0/4114c2f071b59638bac4a2b7d03f0490/R.cache	available
4.2.0	R.devices	2.17.1	2022-09-05T18:18:20Z	2d72506f2d9e9a21e26633a2b359390b	/workspace/rst/cache_R_4_2/library/R.devices/2.17.1/2d72506f2d9e9a21e26633a2b359390b/R.devices	available
4.2.0	R.methodsS3	1.8.2	2022-09-05T14:12:43Z	41d4bb019df9d46070beb6aabebd5ca3	/workspace/rst/cache_R_4_2/library/R.methodsS3/1.8.2/41d4bb019df9d46070beb6aabebd5ca3/R.methodsS3	available
4.2.0	R.oo	1.25.0	2022-09-05T14:12:43Z	103f3163d9ce7f4ec3b5af837a8a03f0	/workspace/rst/cache_R_4_2/library/R.oo/1.25.0/103f3163d9ce7f4ec3b5af837a8a03f0/R.oo	available
4.2.0	R.rsp	0.45.0	2022-09-05T18:18:31Z	dafa0439fed1a5cea73210be204fd922	/workspace/rst/cache_R_4_2/library/R.rsp/0.45.0/dafa0439fed1a5cea73210be204fd922/R.rsp	available
4.2.0	R.utils	2.12.0	2022-09-05T14:12:44Z	f83240c39037813725f2a234381291a6	/workspace/rst/cache_R_4_2/library/R.utils/2.12.0/f83240c39037813725f2a234381291a6/R.utils	available
4.2.0	R6	2.5.1	2022-09-03T02:00:50Z	7e2f99d010948a7999b3bf72021a5390	/workspace/rst/cache_R_4_2/library/R6/2.5.1/7e2f99d010948a7999b3bf72021a5390/R6	available
4.2.0	RANN	2.6.1	2022-09-05T18:18:42Z	2932d18c6c93fbe98301ff34721c8e7f	/workspace/rst/cache_R_4_2/library/RANN/2.6.1/2932d18c6c93fbe98301ff34721c8e7f/RANN	available
4.2.0	RBGL	1.72.0	2022-09-05T14:12:44Z	99991617c7d131a7a99c362d2966aabf	/workspace/rst/cache_R_4_2/library/RBGL/1.72.0/99991617c7d131a7a99c362d2966aabf/RBGL	available
4.2.0	RColorBrewer	1.1.3	2022-09-03T02:00:50Z	6fa7bfff2af887f3c25d6d5e4ec22ab1	/workspace/rst/cache_R_4_2/library/RColorBrewer/1.1.3/6fa7bfff2af887f3c25d6d5e4ec22ab1/RColorBrewer	available
4.2.0	RCurl	1.98.1.8	2022-09-05T14:12:44Z	03684e4e279021a12f594d157118efd8	/workspace/rst/cache_R_4_2/library/RCurl/1.98.1.8/03684e4e279021a12f594d157118efd8/RCurl	available
4.2.0	RJSONIO	1.3.1.6	2022-09-05T18:18:59Z	de006775c92da5276e3a5a56146caf4c	/workspace/rst/cache_R_4_2/library/RJSONIO/1.3.1.6/de006775c92da5276e3a5a56146caf4c/RJSONIO	available
4.2.0	RMariaDB	1.2.2	2022-09-05T18:19:53Z	78f1ff07974edc0e436a429ddf6ebc19	/workspace/rst/cache_R_4_2/library/RMariaDB/1.2.2/78f1ff07974edc0e436a429ddf6ebc19/RMariaDB	available
4.2.0	ROCR	1.0.11	2022-09-05T14:55:16Z	952805f2e5e259963eba378d27676a50	/workspace/rst/cache_R_4_2/library/ROCR/1.0.11/952805f2e5e259963eba378d27676a50/ROCR	available
4.2.0	RODBC	1.3.19	2022-09-05T18:20:04Z	80d8d077a698e5b6a1f6a6b1ee3c306a	/workspace/rst/cache_R_4_2/library/RODBC/1.3.19/80d8d077a698e5b6a1f6a6b1ee3c306a/RODBC	available
4.2.0	RProtoBufLib	2.8.0	2022-09-05T18:24:37Z	2b0d046a07eaf09f0017006312b24f9f	/workspace/rst/cache_R_4_2/library/RProtoBufLib/2.8.0/2b0d046a07eaf09f0017006312b24f9f/RProtoBufLib	available
4.2.0	RSQLite	2.2.16	2022-09-05T14:12:44Z	b10061c18fa13cee1b42c1f128f41906	/workspace/rst/cache_R_4_2/library/RSQLite/2.2.16/b10061c18fa13cee1b42c1f128f41906/RSQLite	available
4.2.0	RSpectra	0.16.1	2022-09-05T14:45:19Z	6f9c34edb55ce9616f056f722cf36bc7	/workspace/rst/cache_R_4_2/library/RSpectra/0.16.1/6f9c34edb55ce9616f056f722cf36bc7/RSpectra	available
4.2.0	RUnit	0.4.32	2022-09-05T18:24:44Z	dc751fb6dca8fc78ed04770835492cc7	/workspace/rst/cache_R_4_2/library/RUnit/0.4.32/dc751fb6dca8fc78ed04770835492cc7/RUnit	available
4.2.0	RVenn	1.1.0	2022-09-05T18:25:16Z	03743450659d9437cf0a2c724b9b447d	/workspace/rst/cache_R_4_2/library/RVenn/1.1.0/03743450659d9437cf0a2c724b9b447d/RVenn	available
4.2.0	Rcpp	1.0.9	2022-09-03T02:00:50Z	c86a649b2f813d34a1d83b4a83a77a5c	/workspace/rst/cache_R_4_2/library/Rcpp/1.0.9/c86a649b2f813d34a1d83b4a83a77a5c/Rcpp	available
4.2.0	RcppAnnoy	0.0.19	2022-09-05T14:59:27Z	85799b6a3e61bcd324845a1f5245ab7e	/workspace/rst/cache_R_4_2/library/RcppAnnoy/0.0.19/85799b6a3e61bcd324845a1f5245ab7e/RcppAnnoy	available
4.2.0	RcppArmadillo	0.11.2.3.1	2022-09-05T14:48:31Z	8b63ded67534285c0a7b372f0236fdb5	/workspace/rst/cache_R_4_2/library/RcppArmadillo/0.11.2.3.1/8b63ded67534285c0a7b372f0236fdb5/RcppArmadillo	available
